content_key|is_list|locale|language|text
escala__beck_bdi2__item_13__answer_3|False||Español|Siento que no valgo nada.
escala__beck_bdi2__item_14__answer_0|False||Español|Tengo tanta energía como siempre.
escala__beck_bdi2__item_14__answer_1|False||Español|Tengo menos energía que la que solía tener.
escala__beck_bdi2__item_14__answer_2|False||Español|No tengo suficiente energía para hacer demasiado
escala__beck_bdi2__item_14__answer_3|False||Español|No tengo energía suficiente para hacer nada.
escala__beck_bdi2__item_15__answer_0|False||Español|No he experimentado ningún cambio en mis hábitos de sueño.
escala__beck_bdi2__item_15__answer_1|False||Español|Duermo un poco más que lo habitual.
escala__beck_bdi2__item_15__answer_2|False||Español|Duermo un poco menos que lo habitual.
escala__beck_bdi2__item_15__answer_3|False||Español|Duermo mucho más que lo habitual.
escala__beck_bdi2__item_15__answer_4|False||Español|Duermo mucho menos que lo habitual
escala__beck_bdi2__item_15__answer_5|False||Español|Duermo la mayor parte del día
escala__beck_bdi2__item_15__answer_6|False||Español|Me despierto 1-2 horas más temprano y no puedo volver a dormirme
escala__beck_bdi2__item_16__answer_1|False||Español|Estoy más irritable que lo habitual.
escala__beck_bdi2__item_16__answer_2|False||Español|Estoy mucho más irritable que lo habitual.
escala__beck_bdi2__item_16__answer_3|False||Español|Estoy irritable todo el tiempo.
escala__beck_bdi2__item_17__answer_0|False||Español|No he experimentado ningún cambio en mi apetito.
escala__beck_bdi2__item_17__answer_1|False||Español|Mi apetito es un poco menor que lo habitual.
escala__beck_bdi2__item_17__answer_2|False||Español|Mi apetito es un poco mayor que lo habitual.
escala__beck_bdi2__item_17__answer_3|False||Español|Mi apetito es mucho menor que antes.
escala__beck_bdi2__item_17__answer_4|False||Español|Mi apetito es mucho mayor que lo habitual
escala__beck_bdi2__item_17__answer_5|False||Español|No tengo apetito en absoluto.
escala__beck_bdi2__item_17__answer_6|False||Español|Quiero comer todo el día.
escala__beck_bdi2__item_18__answer_0|False||Español|Puedo concentrarme tan bien como siempre.
escala__beck_bdi2__item_18__answer_1|False||Español|No puedo concentrarme tan bien como habitualmente
escala__beck_bdi2__item_18__answer_2|False||Español|Me es difícil mantener la mente en algo por mucho tiempo.
escala__beck_bdi2__item_18__answer_3|False||Español|Encuentro que no puedo concentrarme en nada.
escala__beck_bdi2__item_19__answer_0|False||Español|No estoy más cansado o fatigado que lo habitual.
escala__beck_bdi2__item_19__answer_1|False||Español|Me fatigo o me canso más fácilmente que lo habitual.
escala__beck_bdi2__item_19__answer_2|False||Español|Estoy demasiado fatigado o cansado para hacer muchas de las cosas que solía hacer
escala__beck_bdi2__item_19__answer_3|False||Español|Estoy demasiado fatigado o cansado para hacer la mayoría de las cosas que solía hacer
escala__beck_bdi2__item_16__answer_0|False||Español|No estoy tan irritable que lo habitual.
common__patient_form__error__user_already_exists|False||Español|Ya existe un usuario con este email al cual quiere cambiar
escala__beck_bdi2__item_20__answer_0|False||Español|No he notado ningún cambio reciente en mi interés por el sexo.
escala__beck_bdi2__item_20__answer_1|False||Español|Estoy menos interesado en el sexo de lo que solía estarlo.
escala__beck_bdi2__item_20__answer_2|False||Español|Estoy mucho menos interesado en el sexo.
escala__beck_bdi2__item_20__answer_3|False||Español|He perdido completamente el interés en el sexo.
escala__cape42__item_0__answer_0|False||Español|Nunca
escala__cape42__item_0__answer_1|False||Español|A veces
escala__cape42__item_0__answer_2|False||Español|Con frecuencia
escala__cape42__item_0__answer_3|False||Español|Siempre
escala__cape42__item_1__answer_0|False||Español|Nunca
escala__cape42__item_1__answer_1|False||Español|A veces
escala__cape42__item_1__answer_2|False||Español|Con frecuencia
escala__cape42__item_1__answer_3|False||Español|Siempre
escala__cape42__item_2__answer_0|False||Español|Nunca
escala__cape42__item_2__answer_1|False||Español|A veces
escala__cape42__item_2__answer_2|False||Español|Con frecuencia
escala__cape42__item_2__answer_3|False||Español|Siempre
escala__cape42__item_3__answer_0|False||Español|Nunca
escala__cape42__item_3__answer_1|False||Español|A veces
escala__cape42__item_3__answer_2|False||Español|Con frecuencia
escala__cape42__item_3__answer_3|False||Español|Siempre
escala__cape42__item_4__answer_0|False||Español|Nunca
escala__cape42__item_4__answer_1|False||Español|A veces
escala__cape42__item_4__answer_2|False||Español|Con frecuencia
escala__cape42__item_4__answer_3|False||Español|Siempre
escala__cape42__item_5__answer_0|False||Español|Nunca
escala__cape42__item_5__answer_1|False||Español|A veces
escala__cape42__item_5__answer_2|False||Español|Con frecuencia
escala__cape42__item_5__answer_3|False||Español|Siempre
escala__cape42__item_6__answer_0|False||Español|Nunca
escala__cape42__item_6__answer_1|False||Español|A veces
escala__cape42__item_6__answer_2|False||Español|Con frecuencia
escala__cape42__item_6__answer_3|False||Español|Siempre
escala__cape42__item_7__answer_0|False||Español|Nunca
escala__cape42__item_7__answer_1|False||Español|A veces
escala__cape42__item_7__answer_2|False||Español|Con frecuencia
escala__cape42__item_7__answer_3|False||Español|Siempre
escala__cape42__item_8__answer_0|False||Español|Nunca
escala__cape42__item_8__answer_1|False||Español|A veces
escala__cape42__item_8__answer_2|False||Español|Con frecuencia
escala__cape42__item_8__answer_3|False||Español|Siempre
escala__cape42__item_9__answer_0|False||Español|Nunca
escala__cape42__item_9__answer_1|False||Español|A veces
escala__cape42__item_9__answer_2|False||Español|Con frecuencia
escala__cape42__item_9__answer_3|False||Español|Siempre
escala__cape42__item_10__answer_0|False||Español|Nunca
escala__cape42__item_10__answer_1|False||Español|A veces
escala__cape42__item_10__answer_2|False||Español|Con frecuencia
escala__cape42__item_10__answer_3|False||Español|Siempre
escala__cape42__item_11__answer_0|False||Español|Nunca
escala__cape42__item_11__answer_1|False||Español|A veces
escala__cape42__item_11__answer_2|False||Español|Con frecuencia
escala__cape42__item_11__answer_3|False||Español|Siempre
escala__cape42__item_12__answer_0|False||Español|Nunca
escala__cape42__item_12__answer_1|False||Español|A veces
escala__cape42__item_12__answer_2|False||Español|Con frecuencia
escala__cape42__item_12__answer_3|False||Español|Siempre
escala__cape42__item_13__answer_0|False||Español|Nunca
escala__cape42__item_13__answer_1|False||Español|A veces
escala__cape42__item_13__answer_2|False||Español|Con frecuencia
escala__cape42__item_13__answer_3|False||Español|Siempre
escala__cape42__item_14__answer_0|False||Español|Nunca
escala__cape42__item_14__answer_1|False||Español|A veces
escala__cape42__item_14__answer_2|False||Español|Con frecuencia
escala__cape42__item_14__answer_3|False||Español|Siempre
escala__cape42__item_15__answer_0|False||Español|Nunca
escala__cape42__item_15__answer_1|False||Español|A veces
escala__cape42__item_15__answer_2|False||Español|Con frecuencia
escala__cape42__item_15__answer_3|False||Español|Siempre
escala__cape42__item_16__answer_0|False||Español|Nunca
escala__cape42__item_16__answer_1|False||Español|A veces
escala__cape42__item_16__answer_2|False||Español|Con frecuencia
escala__cape42__item_16__answer_3|False||Español|Siempre
escala__cape42__item_17__answer_0|False||Español|Nunca
escala__cape42__item_17__answer_1|False||Español|A veces
escala__cape42__item_17__answer_2|False||Español|Con frecuencia
escala__cape42__item_17__answer_3|False||Español|Siempre
escala__cape42__item_18__answer_0|False||Español|Nunca
escala__cape42__item_18__answer_1|False||Español|A veces
escala__cape42__item_18__answer_2|False||Español|Con frecuencia
escala__cape42__item_18__answer_3|False||Español|Siempre
escala__cape42__item_19__answer_0|False||Español|Nunca
escala__cape42__item_19__answer_1|False||Español|A veces
escala__cape42__item_19__answer_2|False||Español|Con frecuencia
escala__cape42__item_19__answer_3|False||Español|Siempre
escala__cape42__item_20__answer_0|False||Español|Nunca
escala__cape42__item_20__answer_1|False||Español|A veces
escala__cape42__item_20__answer_2|False||Español|Con frecuencia
escala__cape42__item_20__answer_3|False||Español|Siempre
escala__cape42__item_21__answer_0|False||Español|Nunca
escala__cape42__item_21__answer_1|False||Español|A veces
escala__cape42__item_21__answer_2|False||Español|Con frecuencia
escala__cape42__item_21__answer_3|False||Español|Siempre
escala__cape42__item_22__answer_0|False||Español|Nunca
escala__cape42__item_22__answer_1|False||Español|A veces
escala__cape42__item_22__answer_2|False||Español|Con frecuencia
escala__cape42__item_22__answer_3|False||Español|Siempre
escala__cape42__item_23__answer_0|False||Español|Nunca
escala__cape42__item_23__answer_1|False||Español|A veces
escala__cape42__item_23__answer_2|False||Español|Con frecuencia
escala__cape42__item_23__answer_3|False||Español|Siempre
escala__cape42__item_24__answer_0|False||Español|Nunca
escala__cape42__item_24__answer_1|False||Español|A veces
escala__cape42__item_24__answer_2|False||Español|Con frecuencia
escala__cape42__item_24__answer_3|False||Español|Siempre
escala__cape42__item_25__answer_0|False||Español|Nunca
escala__cape42__item_25__answer_1|False||Español|A veces
escala__cape42__item_25__answer_2|False||Español|Con frecuencia
escala__cape42__item_25__answer_3|False||Español|Siempre
escala__cape42__item_26__answer_0|False||Español|Nunca
escala__cape42__item_26__answer_1|False||Español|A veces
escala__cape42__item_26__answer_2|False||Español|Con frecuencia
escala__cape42__item_26__answer_3|False||Español|Siempre
escala__cape42__item_27__answer_0|False||Español|Nunca
escala__cape42__item_27__answer_1|False||Español|A veces
escala__cape42__item_27__answer_2|False||Español|Con frecuencia
escala__cape42__item_27__answer_3|False||Español|Siempre
escala__cape42__item_28__answer_0|False||Español|Nunca
escala__cape42__item_28__answer_1|False||Español|A veces
escala__cape42__item_28__answer_2|False||Español|Con frecuencia
escala__cape42__item_28__answer_3|False||Español|Siempre
escala__cape42__item_29__answer_0|False||Español|Nunca
escala__cape42__item_29__answer_1|False||Español|A veces
escala__cape42__item_29__answer_2|False||Español|Con frecuencia
escala__cape42__item_29__answer_3|False||Español|Siempre
escala__cape42__item_30__answer_0|False||Español|Nunca
escala__cape42__item_30__answer_1|False||Español|A veces
escala__cape42__item_30__answer_2|False||Español|Con frecuencia
escala__cape42__item_30__answer_3|False||Español|Siempre
escala__cape42__item_31__answer_0|False||Español|Nunca
escala__cape42__item_31__answer_1|False||Español|A veces
escala__cape42__item_31__answer_2|False||Español|Con frecuencia
escala__cape42__item_31__answer_3|False||Español|Siempre
escala__cape42__item_32__answer_0|False||Español|Nunca
escala__cape42__item_32__answer_1|False||Español|A veces
escala__cape42__item_32__answer_2|False||Español|Con frecuencia
escala__cape42__item_32__answer_3|False||Español|Siempre
escala__cape42__item_33__answer_0|False||Español|Nunca
escala__cape42__item_33__answer_1|False||Español|A veces
escala__cape42__item_33__answer_2|False||Español|Con frecuencia
escala__cape42__item_33__answer_3|False||Español|Siempre
escala__cape42__item_34__answer_0|False||Español|Nunca
escala__cape42__item_34__answer_1|False||Español|A veces
escala__cape42__item_34__answer_2|False||Español|Con frecuencia
escala__cape42__item_34__answer_3|False||Español|Siempre
escala__cape42__item_35__answer_0|False||Español|Nunca
common__patient_form__error__user_email_already_exists|False||Español|Ya existe un usuario con este email
common__patient_form__error__user_mobile_phone_already_exists|False||Español|Ya existe un usuario con este número de teléfono al cual quiere cambiar
clinical_history__prescriptions__actual_plan__save_button|False|es-MX|| Guardar Plan
escala__cape42__item_35__answer_1|False||Español|A veces
common__patient_form__error__mobile_phone_to_short|False||Español|El número es demasiado corto
common__patient_form__error__missing_country_code|False||Español|Elija primero la bandera del país del teléfono y luego ingrese el número
doctors_manager__form__fields__labels__is_from_actipulse|False||Español|Doctor de actipulse
home__form__server_error|False||Español|Error al cargar paciente
protocol_result__feature_extraction__feature_category__speech_intensive__words_per_minute__name|False||Español|Velocidad del habla
protocol_result__feature_extraction__feature_category__speech_intensive__words_per_minute__short_explanation|False||Español|Los valores expresados en palabras por minuto indican la velocidad con la que el paciente habla. Valores muy altos repentinamente podrían están asociados con episodios maníacos
protocol_result__feature_extraction__feature_category__speech_intensive__words_per_minute__large_explanation|False||Español|Esta métrica medida en palabras por minuto cuantifica la velocidad del discurso de los pacientes.</br>Diversos estudios muestran que estados psicóticos por esquizofrenia o estados maníacos de bipolaridad podrían aumentar la velocidad del discurso. También estados de ansiedad podrían alterar esta métrica.
protocol_result__feature_extraction__feature_category__speech_intensive__words_per_minute__references|False||Español|<ul><li>Tan, E. J., Thomas, N., & Rossell, S. L. (2014). Speech disturbances and quality of life in schizophrenia: Differential impacts on functioning and life satisfaction. Comprehensive psychiatry, 55(3), 693-698.</li><li>Dunayevich, E., & Keck, P. E. (2000). Prevalence and description of psychotic features in bipolar mania. Current psychiatry reports, 2(4), 286-290.</li><li>DelBello, M. P. (2018). A risk calculator for bipolar disorder in youth: improving the odds for personalized prevention and early intervention?. Journal of the American Academy of Child and Adolescent Psychiatry, 57(10), 725-727.</li></ul>
protocol_result__feature_extraction__feature_category__speech_intensive__silence_median_duration__name|False||Español|Duración de los silencios
protocol_result__feature_extraction__feature_category__speech_intensive__silence_median_duration__short_explanation|False||Español|La duración mediana de los silencios. Los silencios más largos podrían estar asociados a patologías como la depresión y la esquizofrenia. Silencios más cortos repentinos podrían estar asociados con episodios hipomaníacos
protocol_result__feature_extraction__feature_category__speech_intensive__silence_median_duration__large_explanation|False||Español|<p>Diversos trabajos mostraron que los silencios entre expresiones pueden ser útiles para caracterizar patologías. En particular algunos trabajos muestran que los pacientes con esquizofrenia muestran valores más altos en la duración de los silencios como también en la cantidad de silencios. Tambien este efecto se da para pacientes con depresión.</p>
protocol_result__feature_extraction__feature_category__speech_intensive__silence_median_duration__references|False||Español|<ul><li>Rapcan, V., D’Arcy, S., Yeap, S., Afzal, N., Thakore, J., & Reilly, R. B. (2010). Acoustic and temporal analysis of speech: A potential biomarker for schizophrenia. Medical engineering & physics, 32(9), 1074-1079.</li><li>Alpert, M., Pouget, E. R., & Silva, R. R. (2001). Reflections of depression in acoustic measures of the patient’s speech. Journal of affective disorders, 66(1), 59-69.</li><li>Clemmer, E. J.. Psycholinguistic aspects of pauses and temporal patterns in schizophrenic speech. Journal of Psycholinguistic Research, 9(2), 161-185.</li></ul>
protocol_result__feature_extraction__feature_category__speech_intensive__n_words_per_silence__name|False||Español|Palabras por cada silencio
protocol_result__feature_extraction__feature_category__speech_intensive__n_words_per_silence__short_explanation|False||Español|Mayor cantidad de silencios por palabra podrían estar asociados a patologías como la esquizofrenia o la depresión. Menos silencios podrían estar asociados con episodios hipomaníacos.
protocol_result__feature_extraction__feature_category__speech_intensive__n_words_per_silence__large_explanation|False||Español|<p>La cantidad de silencios por palabra es una manera de controlar cómo se distribuyen los tiempos de silencio en el discurso. Mayor cantidad de silencios podrían estar asociados a patologías como la esquizofrenia o la depresión. Menos silencios podrían estar asociados con episodios hipomaníacos.</p>
protocol_result__feature_extraction__feature_category__speech_intensive__n_words_per_silence__references|False||Español|<ul><li>Rapcan, V., D’Arcy, S., Yeap, S., Afzal, N., Thakore, J., & Reilly, R. B. (2010). Acoustic and temporal analysis of speech: A potential biomarker for schizophrenia. Medical engineering & physics, 32(9), 1074-1079.</li><li>Alpert, M., Pouget, E. R., & Silva, R. R. (2001). Reflections of depression in acoustic measures of the patient’s speech. Journal of affective disorders, 66(1), 59-69.</li><li>Clemmer, E. J.. Psycholinguistic aspects of pauses and temporal patterns in schizophrenic speech. Journal of Psycholinguistic Research, 9(2), 161-185.</li></ul>
protocol_result__feature_extraction__feature_category__sentiment__title|False||Español|TONO EMOCIONAL
protocol_result__feature_extraction__feature_category__sentiment__subtitle|False||Español|Análisis de la actitud del paciente al grabar el relato según la positividad, negatividad o neutralidad del discurso
protocol_result__feature_extraction__feature_category__sentiment__score__name|False||Español|Valencia emocional
protocol_result__feature_extraction__feature_category__sentiment__score__short_explanation|False||Español|Valores cercanos a -1 expresan negatividad, 0 neutralidad y 1 positividad. Algunos trabajos asocian valores negativos de expresividad con cuadros depresivos.
protocol_result__feature_extraction__feature_category__sentiment__score__large_explanation|False||Español|<p>La valencia emocional es una medida que cuantifica la emotividad del relato. Yendo desde relatos con valoración negativa (valor -1), pasando por relatos con valoración neutra (valor 0) y relatos con valoración positiva (valor 1). Algunos trabajos asocian valores negativos de expresividad con cuadros depresivos. Otros trabajos, usana la valencia emocional para predecir si los participantes responderán o no a un tratamiento</p>
protocol_result__feature_extraction__feature_category__sentiment__score__references|False||Español|<ul><li>Denny, E. B., & Hunt, R. R. (1992). Affective valence and memory in depression: dissociation of recall and fragment completion. Journal of Abnormal Psychology, 101(3), 575.</li><li>Carrillo, F., Sigman, M., Slezak, D. F., Ashton, P., Fitzgerald, L., Stroud, J., ... & Carhart-Harris, R. L. (2018). Natural speech algorithm applied to baseline interview data can predict which patients will respond to psilocybin for treatment-resistant depression. Journal of affective disorders, 230, 84-86.</li></ul>
protocol_result__feature_extraction__feature_category__sentiment__magnitude__name|False||Español|Magnitud emocional
protocol_result__feature_extraction__feature_category__sentiment__magnitude__short_explanation|False||Español|Valores cercanos a 0 expresan nula emotividad, valores más altos expresan más emocionalidad.
protocol_result__feature_extraction__feature_category__sentiment__magnitude__large_explanation|False||Español|<p>La magnitud emocional proporciona información respecto a cuánto contenido emocional tiene un relato independientemente de la valencia de este.</br>Relatos con ninguna expresión emocional tienen valencia neutra (valor 0) al igual que relatos que expresan mucha emotividad tanto positiva como negativa. Para corregir esto, se usa esta medida pues en estos ejemplos, el relato con ninguna expresión emocional tiene 0 magnitud mientras el otro, con cero valencia emocional pero con mucha expresión positiva y negativa, tiene un valor de magnitud emocional alto.</p>
protocol_result__feature_extraction__feature_category__sentiment__magnitude__references|False||Español|<ul><li>Denny, E. B., & Hunt, R. R. (1992). Affective valence and memory in depression: dissociation of recall and fragment completion. Journal of Abnormal Psychology, 101(3), 575.</li><li>Carrillo, F., Sigman, M., Slezak, D. F., Ashton, P., Fitzgerald, L., Stroud, J., ... & Carhart-Harris, R. L. (2018). Natural speech algorithm applied to baseline interview data can predict which patients will respond to psilocybin for treatment-resistant depression. Journal of affective disorders, 230, 84-86.</li></ul>
protocol_result__feature_extraction__feature_category__complexity__flesch_reading_ease__name|False||Español|Claridad del relato
protocol_result__feature_extraction__feature_category__complexity__flesch_reading_ease__short_explanation|False||Español|La claridad del relato mide cuán simple es la estructura del mismo. Los relatos de fácil interpretación tienen valores cercanos a 100 (hasta 130) mientras que los relatos confusos se acercan a 0 e incluso toman valores negativos.
doctors_manager__form__fields__placeholders__first_name|False||Español|Nombre
protocol_result__feature_extraction__feature_category__complexity__flesch_reading_ease__large_explanation|False||Español|<p>La claridad del relato mide cuán simple es la estructura del mismo teniendo en cuenta, cantidad de palabras por frase, longitud de las palabras, cantidad de sílabas, etc. Esta medida va de menos infinito a 130. Los relatos de fácil interpretación tienen valores cercanos a 100 mientras que los complejos y confusos cercanos a 0 e incluso toman valores negativos.</br>Diversos trabajos relacionan la claridad del pensamiento se ve afectada en diferentes con patologías. Por ejemplo, existe cierta evidencia que en el inicio de psicosis por esquizofrenia el lenguaje se deteriora generando producciones más confusas y de difícil interpretación.</p>
commons__invite_to_app__server_response__already_sent_today__buttons__cancel|False||Español|No, cancelar
commons__invite_to_app__already_registered_confirm__title|False||Español|El paciente ya se registró en Sigmind
commons__invite_to_app__already_registered_confirm__body|False||Español|¿Enviar la invitación por e-mail nuevamente?
commons__invite_to_app__already_registered_confirm__buttons__confirmation|False||Español|Sí, enviar
commons__invite_to_app__already_registered_confirm__buttons__cancel|False||Español|No, cancelar
commons__invite_to_app__send_invite_after_update_app_info|False||Español|Se está enviando la invitación para que el paciente se registre en la applicación
commons__add_appointment__title|False||Español|Agendar nueva cita
commons__add_appointment__body__patient|False||Español|Paciente
commons__add_appointment__body__datetime|False||Español|Fecha y hora
commons__add_appointment__body__no_patients|False||Español|No tenés ningun paciente regritrado aún, por favor registra un paciente desde el formulario que se encuentra en el home.
commons__add_appointment__buttons__create|False||Español|Agendar
commons__add_appointment__buttons__cancel|False||Español|Cancelar
commons__add_appointment__toats__success|False||Español|La cita se agendó correctamente
commons__add_appointment__toats__error|False||Español|Hubo un error, la cita no se agendó
commons__patient__header__lab_box__title|False||Español| Laboratorio de la mente
commons__patient__header__lab_box__subtitle|False||Español|Enviá escalas clínicas y consultá las métricas del discurso.
commons__patient__header__lab_box__button|False||Español|Ingresar al laboratorio
commons__patient__header__menu__edit_patient|False||Español|Datos Personales
commons__patient__header__menu__invite_to_app|False||Español|Invitar a la aplicación
commons__patient__header__menu__archive_patient__title|False||Español|Archivar paciente
commons__patient__header__menu__archive_patient__text|False||Español|<p>Al archivar un paciente, el mismo va a estar deshabilitado para todo uso, esto incluye:</p><ul><li>El paciente no aparecerá más en el listado de pacientes.</li><li>No podrá acceder más al historial clínico del paciente.</li><li>No podrá ver más las escalas y protocolos del paciente.</li><li>os eventos del paciente no aparecerán en el calendario.</li></ul><p>De cualquier forma, todos los pacientes archivados pueden ser desarchivados desde el listado de pacientes archivados en la página de inicio<p>
commons__patient__header__menu__archive_patient__buttons__open|False||Español|Archivar paciente
commons__patient__header__menu__archive_patient__buttons__cancel|False||Español|Cancelar
commons__patient__header__menu__archive_patient__buttons__confirm|False||Español|Archivar paciente
commons__patient__header__menu__escala_request__buton|False||Español|Indicar escala clínica
commons__patient__header__menu__escala_request__success|False||Español|La escala {scale_name} fue indicada correctamente
commons__patient__header__menu__escala_request__quota_ran_out|False||Español| (cuota agotada hasta el {date})
commons__patient__header__menu__escala_request__escala_labels__cape42|False||Español|Cape 42
commons__patient__header__menu__escala_request__escala_labels__beck_bdi2|False||Español|Beck BDI 2
commons__patient__header__menu__escala_request__escala_labels__phq9|False||Español|PHQ-9
commons__patient__header__menu__escala_request__escala_labels__phq9-ar|False||Español|PHQ-9 AR
commons__patient__header__menu__escala_request__escala_labels__phq9-mx|False||Español|PHQ-9 MX
commons__patient__header__menu__escala_request__escala_labels__k10|False||Español|K10
commons__patient__header__menu__escala_request__escala_labels__gad7|False||Español|GAD-7
commons__patient__header__menu__escala_request__escala_description__cape42|False||Español|Mide síntomas psicóticos positivos y negativos y síntomas depresivos en dos dimensiones: su frecuencia y el grado de malestar que produce la experiencia.
commons__patient__header__menu__escala_request__escala_description__beck_bdi2|False||Español|Evalúa la gravedad de la sintomatología depresiva en adultos y adolescentes
commons__patient__header__menu__escala_request__escala_description__phq9|False||Español|Evalúa la presencia de síntomas depresivos en las últimas 2 semanas
commons__patient__header__menu__escala_request__escala_description__phq9-ar|False||Español|Evalúa la presencia de síntomas depresivos en las últimas 2 semanas
commons__patient__header__menu__escala_request__escala_description__phq9-mx|False||Español|Evalúa la presencia de síntomas depresivos en las últimas 2 semanas
commons__patient__header__menu__escala_request__escala_description__k10|False||Español|Evalúa el riesgo de presentar malestar psicológico inespecífico (síntomas de ansiedad o depresión) en el último mes
commons__patient__header__menu__escala_request__escala_description__gad7|False||Español|Evalúa la presencia de síntomas de ansiedad generalizada en las últimas 2 semanas
